"","Date","Solar_radiation","Method","Comments","Site"
"397",2013-02-27,103.645833333333,"VantagePro","","SEGC"
"398",2013-02-28,237.9375,"VantagePro","","SEGC"
"399",2013-03-01,215,"VantagePro","","SEGC"
"400",2013-03-02,197.25,"VantagePro","","SEGC"
"401",2013-03-03,221.9375,"VantagePro","","SEGC"
"402",2013-03-04,208.625,"VantagePro","","SEGC"
"403",2013-03-05,259.9375,"VantagePro","","SEGC"
"404",2013-03-06,155.916666666667,"VantagePro","","SEGC"
"405",2013-03-07,242.4375,"VantagePro","","SEGC"
"406",2013-03-08,190.145833333333,"VantagePro","","SEGC"
"407",2013-03-09,132.895833333333,"VantagePro","","SEGC"
"408",2013-03-10,213.354166666667,"VantagePro","","SEGC"
"409",2013-03-11,170.020833333333,"VantagePro","","SEGC"
"410",2013-03-12,195.645833333333,"VantagePro","","SEGC"
"411",2013-03-13,279.75,"VantagePro","","SEGC"
"412",2013-03-14,212.041666666667,"VantagePro","","SEGC"
"413",2013-03-15,251.75,"VantagePro","","SEGC"
"414",2013-03-16,197.8125,"VantagePro","","SEGC"
"415",2013-03-17,207.854166666667,"VantagePro","","SEGC"
"416",2013-03-18,271.625,"VantagePro","","SEGC"
"417",2013-03-19,233.458333333333,"VantagePro","","SEGC"
"418",2013-03-20,228.5,"VantagePro","","SEGC"
"419",2013-03-21,157,"VantagePro","","SEGC"
"420",2013-03-22,222.458333333333,"VantagePro","","SEGC"
"421",2013-03-23,160.479166666667,"VantagePro","","SEGC"
"422",2013-03-24,221.604166666667,"VantagePro","","SEGC"
"423",2013-03-25,151.333333333333,"VantagePro","","SEGC"
"424",2013-03-26,241.416666666667,"VantagePro","","SEGC"
"425",2013-03-27,214.645833333333,"VantagePro","","SEGC"
"426",2013-03-28,251.0625,"VantagePro","","SEGC"
"427",2013-03-29,244.4375,"VantagePro","","SEGC"
"428",2013-03-30,219.25,"VantagePro","","SEGC"
"429",2013-03-31,239.25,"VantagePro","","SEGC"
"430",2013-04-01,225.958333333333,"VantagePro","","SEGC"
"431",2013-04-02,253.708333333333,"VantagePro","","SEGC"
"432",2013-04-03,199.25,"VantagePro","","SEGC"
"433",2013-04-04,267.104166666667,"VantagePro","","SEGC"
"434",2013-04-05,171.416666666667,"VantagePro","","SEGC"
"435",2013-04-06,225.75,"VantagePro","","SEGC"
"436",2013-04-07,90.1666666666667,"VantagePro","","SEGC"
"437",2013-04-08,169.9375,"VantagePro","","SEGC"
"438",2013-04-09,228.895833333333,"VantagePro","","SEGC"
"439",2013-04-10,120.8125,"VantagePro","","SEGC"
"440",2013-04-11,250.041666666667,"VantagePro","","SEGC"
"441",2013-04-12,247.979166666667,"VantagePro","","SEGC"
"442",2013-04-13,194.625,"VantagePro","","SEGC"
"443",2013-04-14,247.979166666667,"VantagePro","","SEGC"
"444",2013-04-15,190.708333333333,"VantagePro","","SEGC"
"445",2013-04-16,207.895833333333,"VantagePro","","SEGC"
"446",2013-04-17,202.229166666667,"VantagePro","","SEGC"
"447",2013-04-18,269.125,"VantagePro","","SEGC"
"448",2013-04-19,200.520833333333,"VantagePro","","SEGC"
"449",2013-04-20,217.25,"VantagePro","","SEGC"
"450",2013-04-21,218.145833333333,"VantagePro","","SEGC"
"451",2013-04-22,206.541666666667,"VantagePro","","SEGC"
"452",2013-04-23,162.666666666667,"VantagePro","","SEGC"
"453",2013-04-24,146.916666666667,"VantagePro","","SEGC"
"454",2013-04-25,236.3125,"VantagePro","","SEGC"
"455",2013-04-26,235.0625,"VantagePro","","SEGC"
"456",2013-04-27,147.708333333333,"VantagePro","","SEGC"
"457",2013-04-28,251.25,"VantagePro","","SEGC"
"458",2013-04-29,216.395833333333,"VantagePro","","SEGC"
"459",2013-04-30,228.479166666667,"VantagePro","","SEGC"
"460",2013-05-01,248.854166666667,"VantagePro","","SEGC"
"461",2013-05-02,237.979166666667,"VantagePro","","SEGC"
"462",2013-05-03,194.708333333333,"VantagePro","","SEGC"
"463",2013-05-04,220.1875,"VantagePro","","SEGC"
"464",2013-05-05,146.3125,"VantagePro","","SEGC"
"465",2013-05-06,218.583333333333,"VantagePro","","SEGC"
"466",2013-05-07,103.979166666667,"VantagePro","","SEGC"
"467",2013-05-08,179,"VantagePro","","SEGC"
"468",2013-05-09,189.0625,"VantagePro","","SEGC"
"469",2013-05-10,189.166666666667,"VantagePro","","SEGC"
"470",2013-05-11,153.541666666667,"VantagePro","","SEGC"
"471",2013-05-12,191.604166666667,"VantagePro","","SEGC"
"472",2013-05-13,135.791666666667,"VantagePro","","SEGC"
"473",2013-05-14,210.833333333333,"VantagePro","","SEGC"
"474",2013-05-15,159.583333333333,"VantagePro","","SEGC"
"475",2013-05-16,197.145833333333,"VantagePro","","SEGC"
"476",2013-05-17,109.104166666667,"VantagePro","","SEGC"
"477",2013-05-18,120.8125,"VantagePro","","SEGC"
"478",2013-05-19,159.8125,"VantagePro","","SEGC"
"479",2013-05-20,113.395833333333,"VantagePro","","SEGC"
"480",2013-05-21,222.3125,"VantagePro","","SEGC"
"481",2013-05-22,186.229166666667,"VantagePro","","SEGC"
"482",2013-05-23,181.104166666667,"VantagePro","","SEGC"
"483",2013-05-24,172.4375,"VantagePro","","SEGC"
"484",2013-05-25,165.791666666667,"VantagePro","","SEGC"
"485",2013-05-26,161.375,"VantagePro","","SEGC"
"486",2013-05-27,143.625,"VantagePro","","SEGC"
"487",2013-05-28,132.354166666667,"VantagePro","","SEGC"
"488",2013-05-29,129.1875,"VantagePro","","SEGC"
"489",2013-05-30,173.458333333333,"VantagePro","","SEGC"
"490",2013-05-31,173.333333333333,"VantagePro","","SEGC"
"491",2013-06-01,122.854166666667,"VantagePro","","SEGC"
"492",2013-06-02,186.854166666667,"VantagePro","","SEGC"
"493",2013-06-03,197.958333333333,"VantagePro","","SEGC"
"494",2013-06-04,84.6875,"VantagePro","","SEGC"
"495",2013-06-05,144.791666666667,"VantagePro","","SEGC"
"496",2013-06-06,194.395833333333,"VantagePro","","SEGC"
"497",2013-06-07,181.9375,"VantagePro","","SEGC"
"498",2013-06-08,187.1875,"VantagePro","","SEGC"
"499",2013-06-09,144.604166666667,"VantagePro","","SEGC"
"500",2013-06-10,167.4375,"VantagePro","","SEGC"
"501",2013-06-11,174.9375,"VantagePro","","SEGC"
"502",2013-06-12,212.208333333333,"VantagePro","","SEGC"
"503",2013-06-13,110.5625,"VantagePro","","SEGC"
"504",2013-06-14,147.645833333333,"VantagePro","","SEGC"
"505",2013-06-15,140.041666666667,"VantagePro","","SEGC"
"506",2013-06-16,113.770833333333,"VantagePro","","SEGC"
"507",2013-06-17,70.1458333333333,"VantagePro","","SEGC"
"508",2013-06-18,68.9166666666667,"VantagePro","","SEGC"
"509",2013-06-19,116.354166666667,"VantagePro","","SEGC"
"510",2013-06-20,115.5625,"VantagePro","","SEGC"
"511",2013-06-21,90.7083333333333,"VantagePro","","SEGC"
"512",2013-06-22,142.8125,"VantagePro","","SEGC"
"513",2013-06-23,109.5625,"VantagePro","","SEGC"
"514",2013-06-24,83.75,"VantagePro","","SEGC"
"515",2013-06-25,82.5208333333333,"VantagePro","","SEGC"
"516",2013-06-26,111.4375,"VantagePro","","SEGC"
"517",2013-06-27,172.979166666667,"VantagePro","","SEGC"
"518",2013-06-28,198.645833333333,"VantagePro","","SEGC"
"519",2013-06-29,167.979166666667,"VantagePro","","SEGC"
"520",2013-06-30,169.8125,"VantagePro","","SEGC"
"521",2013-07-01,78.7083333333333,"VantagePro","","SEGC"
"522",2013-07-02,100.333333333333,"VantagePro","","SEGC"
"523",2013-07-03,97.6458333333333,"VantagePro","","SEGC"
"524",2013-07-04,123.645833333333,"VantagePro","","SEGC"
"525",2013-07-05,88.4375,"VantagePro","","SEGC"
"526",2013-07-06,117.125,"VantagePro","","SEGC"
"527",2013-07-07,114.333333333333,"VantagePro","","SEGC"
"528",2013-07-08,76.8333333333333,"VantagePro","","SEGC"
"529",2013-07-09,104.166666666667,"VantagePro","","SEGC"
"530",2013-07-10,82.0416666666667,"VantagePro","","SEGC"
"531",2013-07-11,135.75,"VantagePro","","SEGC"
"532",2013-07-12,120.645833333333,"VantagePro","","SEGC"
"533",2013-07-13,101.145833333333,"VantagePro","","SEGC"
"534",2013-07-14,112.104166666667,"VantagePro","","SEGC"
"535",2013-07-15,148.625,"VantagePro","","SEGC"
"536",2013-07-16,78.2291666666667,"VantagePro","","SEGC"
"537",2013-07-17,91.4791666666667,"VantagePro","","SEGC"
"538",2013-07-18,121.770833333333,"VantagePro","","SEGC"
"539",2013-07-19,107.770833333333,"VantagePro","","SEGC"
"540",2013-07-20,153.0625,"VantagePro","","SEGC"
"541",2013-07-21,79.6041666666667,"VantagePro","","SEGC"
"542",2013-07-22,152.229166666667,"VantagePro","","SEGC"
"543",2013-07-23,94.3125,"VantagePro","","SEGC"
"544",2013-07-24,66.2291666666667,"VantagePro","","SEGC"
"545",2013-07-25,152.104166666667,"VantagePro","","SEGC"
"546",2013-07-26,133.3125,"VantagePro","","SEGC"
"547",2013-07-27,194,"VantagePro","","SEGC"
"548",2013-07-28,155.583333333333,"VantagePro","","SEGC"
"549",2013-07-29,137.229166666667,"VantagePro","","SEGC"
"550",2013-07-30,206.791666666667,"VantagePro","","SEGC"
"551",2013-07-31,129.8125,"VantagePro","","SEGC"
"552",2013-08-01,147.333333333333,"VantagePro","","SEGC"
"553",2013-08-02,192.916666666667,"VantagePro","","SEGC"
"554",2013-08-03,220.708333333333,"VantagePro","","SEGC"
"555",2013-08-04,198.645833333333,"VantagePro","","SEGC"
"556",2013-08-05,62.9166666666667,"VantagePro","","SEGC"
"557",2013-08-06,171.916666666667,"VantagePro","","SEGC"
"558",2013-08-07,215.5,"VantagePro","","SEGC"
"559",2013-08-08,158.6875,"VantagePro","","SEGC"
"560",2013-08-09,173.770833333333,"VantagePro","","SEGC"
"561",2013-08-10,97.9166666666667,"VantagePro","","SEGC"
"562",2013-08-11,112.25,"VantagePro","","SEGC"
"563",2013-08-12,186.104166666667,"VantagePro","","SEGC"
"564",2013-08-13,174.375,"VantagePro","","SEGC"
"565",2013-08-14,125.5,"VantagePro","","SEGC"
"566",2013-08-15,87.1875,"VantagePro","","SEGC"
"567",2013-08-16,253.666666666667,"VantagePro","","SEGC"
"568",2013-08-17,200.041666666667,"VantagePro","","SEGC"
"569",2013-08-18,156.916666666667,"VantagePro","","SEGC"
"570",2013-08-19,138.520833333333,"VantagePro","","SEGC"
"571",2013-08-20,85.9583333333333,"VantagePro","","SEGC"
"572",2013-08-21,139.541666666667,"VantagePro","","SEGC"
"573",2013-08-22,70.9791666666667,"VantagePro","","SEGC"
"574",2013-08-23,63.6875,"VantagePro","","SEGC"
"575",2013-08-24,158.145833333333,"VantagePro","","SEGC"
"576",2013-08-25,105.3125,"VantagePro","","SEGC"
"577",2013-08-26,113.083333333333,"VantagePro","","SEGC"
"578",2013-08-27,110.229166666667,"VantagePro","","SEGC"
"579",2013-08-28,107.020833333333,"VantagePro","","SEGC"
"580",2013-08-29,94.5833333333333,"VantagePro","","SEGC"
"581",2013-08-30,105.041666666667,"VantagePro","","SEGC"
"582",2013-08-31,115.75,"VantagePro","","SEGC"
"583",2013-09-01,141.6875,"VantagePro","","SEGC"
"584",2013-09-02,242.479166666667,"VantagePro","","SEGC"
"585",2013-09-03,124.791666666667,"VantagePro","","SEGC"
"586",2013-09-04,151.041666666667,"VantagePro","","SEGC"
"587",2013-09-05,124.770833333333,"VantagePro","","SEGC"
"588",2013-09-06,147.895833333333,"VantagePro","","SEGC"
"589",2013-09-07,169.6875,"VantagePro","","SEGC"
"590",2013-09-08,150.854166666667,"VantagePro","","SEGC"
"591",2013-09-09,171.895833333333,"VantagePro","","SEGC"
"592",2013-09-10,144.791666666667,"VantagePro","","SEGC"
"593",2013-09-11,110.479166666667,"VantagePro","","SEGC"
"594",2013-09-12,197.270833333333,"VantagePro","","SEGC"
"595",2013-09-13,122.104166666667,"VantagePro","","SEGC"
"596",2013-09-14,180.666666666667,"VantagePro","","SEGC"
"597",2013-09-15,176.208333333333,"VantagePro","","SEGC"
"598",2013-09-16,163.125,"VantagePro","","SEGC"
"599",2013-09-17,202.104166666667,"VantagePro","","SEGC"
"600",2013-09-18,144.645833333333,"VantagePro","","SEGC"
"601",2013-09-19,156.145833333333,"VantagePro","","SEGC"
"602",2013-09-20,160.4375,"VantagePro","","SEGC"
"603",2013-09-21,211.541666666667,"VantagePro","","SEGC"
"604",2013-09-22,192.104166666667,"VantagePro","","SEGC"
"605",2013-09-23,104.1875,"VantagePro","","SEGC"
"606",2013-09-24,89.5,"VantagePro","","SEGC"
"607",2013-09-25,128.083333333333,"VantagePro","","SEGC"
"608",2013-09-26,136.5,"VantagePro","","SEGC"
"609",2013-09-27,199.458333333333,"VantagePro","","SEGC"
"610",2013-09-28,124.520833333333,"VantagePro","","SEGC"
"611",2013-09-29,152.395833333333,"VantagePro","","SEGC"
"612",2013-09-30,154.145833333333,"VantagePro","","SEGC"
"613",2013-10-01,127.895833333333,"VantagePro","","SEGC"
"614",2013-10-02,170.041666666667,"VantagePro","","SEGC"
"615",2013-10-03,192.729166666667,"VantagePro","","SEGC"
"616",2013-10-04,105.395833333333,"VantagePro","","SEGC"
"617",2013-10-05,150.041666666667,"VantagePro","","SEGC"
"618",2013-10-06,161.520833333333,"VantagePro","","SEGC"
"619",2013-10-07,156.458333333333,"VantagePro","","SEGC"
"620",2013-10-08,150.9375,"VantagePro","","SEGC"
"621",2013-10-09,146.333333333333,"VantagePro","","SEGC"
"622",2013-10-10,183.125,"VantagePro","","SEGC"
"623",2013-10-11,156,"VantagePro","","SEGC"
"624",2013-10-12,186.4375,"VantagePro","","SEGC"
"625",2013-10-13,181.270833333333,"VantagePro","","SEGC"
"626",2013-10-14,139.354166666667,"VantagePro","","SEGC"
"627",2013-10-15,168.958333333333,"VantagePro","","SEGC"
"628",2013-10-16,268.916666666667,"VantagePro","","SEGC"
"629",2013-10-17,184.375,"VantagePro","","SEGC"
"630",2013-10-18,224.854166666667,"VantagePro","","SEGC"
"631",2013-10-19,190.083333333333,"VantagePro","","SEGC"
"632",2013-10-20,137.604166666667,"VantagePro","","SEGC"
"633",2013-10-21,167.833333333333,"VantagePro","","SEGC"
"634",2013-10-22,106.583333333333,"VantagePro","","SEGC"
"635",2013-10-23,245.541666666667,"VantagePro","","SEGC"
"636",2013-10-24,221.145833333333,"VantagePro","","SEGC"
"637",2013-10-25,34.1304347826087,"VantagePro","","SEGC"
"638",2013-12-05,273.384615384615,"VantagePro","","SEGC"
"639",2013-12-06,109.604166666667,"VantagePro","","SEGC"
"640",2013-12-07,134.729166666667,"VantagePro","","SEGC"
"641",2013-12-08,231.979166666667,"VantagePro","","SEGC"
"642",2013-12-09,201.645833333333,"VantagePro","","SEGC"
"643",2013-12-10,246.666666666667,"VantagePro","","SEGC"
"644",2013-12-11,52.7708333333333,"VantagePro","","SEGC"
"645",2013-12-12,82.8125,"VantagePro","","SEGC"
"646",2013-12-13,211.625,"VantagePro","","SEGC"
"647",2013-12-14,205.458333333333,"VantagePro","","SEGC"
"648",2013-12-15,126.604166666667,"VantagePro","","SEGC"
"649",2013-12-16,197.770833333333,"VantagePro","","SEGC"
"650",2013-12-17,204.1875,"VantagePro","","SEGC"
"651",2013-12-18,225.125,"VantagePro","","SEGC"
"652",2013-12-19,223.958333333333,"VantagePro","","SEGC"
"653",2013-12-20,190.666666666667,"VantagePro","","SEGC"
"654",2013-12-21,203.8125,"VantagePro","","SEGC"
"655",2013-12-22,148.6875,"VantagePro","","SEGC"
"656",2013-12-23,186.625,"VantagePro","","SEGC"
"657",2013-12-24,169.770833333333,"VantagePro","","SEGC"
"658",2013-12-25,53.8333333333333,"VantagePro","","SEGC"
"659",2013-12-26,147.729166666667,"VantagePro","","SEGC"
"660",2013-12-27,236.958333333333,"VantagePro","","SEGC"
"661",2013-12-28,196.625,"VantagePro","","SEGC"
"662",2013-12-29,170.125,"VantagePro","","SEGC"
"663",2013-12-30,198.458333333333,"VantagePro","","SEGC"
"664",2013-12-31,153,"VantagePro","","SEGC"
"665",2014-01-01,171.1875,"VantagePro","","SEGC"
"666",2014-01-02,193.416666666667,"VantagePro","","SEGC"
"667",2014-01-03,149.25,"VantagePro","","SEGC"
"668",2014-01-04,162.3125,"VantagePro","","SEGC"
"669",2014-01-05,186.916666666667,"VantagePro","","SEGC"
"670",2014-01-06,201.041666666667,"VantagePro","","SEGC"
"671",2014-01-07,159.708333333333,"VantagePro","","SEGC"
"672",2014-01-08,178.041666666667,"VantagePro","","SEGC"
"673",2014-01-09,166.4375,"VantagePro","","SEGC"
"674",2014-01-10,185.208333333333,"VantagePro","","SEGC"
"675",2014-01-11,143.291666666667,"VantagePro","","SEGC"
"676",2014-01-12,113.604166666667,"VantagePro","","SEGC"
"677",2014-01-13,155.125,"VantagePro","","SEGC"
"678",2014-01-14,173.9375,"VantagePro","","SEGC"
"679",2014-01-15,213.083333333333,"VantagePro","","SEGC"
"680",2014-01-16,147.479166666667,"VantagePro","","SEGC"
"681",2014-01-17,161.583333333333,"VantagePro","","SEGC"
"682",2014-01-18,177.25,"VantagePro","","SEGC"
"683",2014-01-19,169.604166666667,"VantagePro","","SEGC"
"684",2014-01-20,175.020833333333,"VantagePro","","SEGC"
"685",2014-01-21,210.25,"VantagePro","","SEGC"
"686",2014-01-22,200.916666666667,"VantagePro","","SEGC"
"687",2014-01-23,198.5625,"VantagePro","","SEGC"
"688",2014-01-24,69.1875,"VantagePro","","SEGC"
"689",2014-01-25,208.083333333333,"VantagePro","","SEGC"
"690",2014-01-26,208.375,"VantagePro","","SEGC"
"691",2014-01-27,255.289473684211,"VantagePro","","SEGC"
"692",2013-04-29,271.194358974359,"SKYE","","SEGC"
"693",2013-04-30,231.983958333333,"SKYE","","SEGC"
"694",2013-05-01,251.679166666667,"SKYE","","SEGC"
"695",2013-05-02,246.36625,"SKYE","","SEGC"
"696",2013-05-03,199.332708333333,"SKYE","","SEGC"
"697",2013-05-04,235.178125,"SKYE","","SEGC"
"698",2013-05-05,150.166458333333,"SKYE","","SEGC"
"699",2013-05-06,220.908125,"SKYE","","SEGC"
"700",2013-05-07,106.184791666667,"SKYE","","SEGC"
"701",2013-05-08,186.137291666667,"SKYE","","SEGC"
"702",2013-05-09,194.851666666667,"SKYE","","SEGC"
"703",2013-05-10,197.906666666667,"SKYE","","SEGC"
"704",2013-05-11,160.297916666667,"SKYE","","SEGC"
"705",2013-05-12,203.61125,"SKYE","","SEGC"
"706",2013-05-13,142.081666666667,"SKYE","","SEGC"
"707",2013-05-14,214.301041666667,"SKYE","","SEGC"
"708",2013-05-15,166.854791666667,"SKYE","","SEGC"
"709",2013-05-16,207.308958333333,"SKYE","","SEGC"
"710",2013-05-17,113.677708333333,"SKYE","","SEGC"
"711",2013-05-18,125.643333333333,"SKYE","","SEGC"
"712",2013-05-19,167.66,"SKYE","","SEGC"
"713",2013-05-20,116.358125,"SKYE","","SEGC"
"714",2013-05-21,231.140416666667,"SKYE","","SEGC"
"715",2013-05-22,200.61875,"SKYE","","SEGC"
"716",2013-05-23,189.288125,"SKYE","","SEGC"
"717",2013-05-24,181.247083333333,"SKYE","","SEGC"
"718",2013-05-25,171.341666666667,"SKYE","","SEGC"
"719",2013-05-26,164.804791666667,"SKYE","","SEGC"
"720",2013-05-27,151.409375,"SKYE","","SEGC"
"721",2013-05-28,135.782291666667,"SKYE","","SEGC"
"722",2013-05-29,132.519375,"SKYE","","SEGC"
"723",2013-05-30,180.023125,"SKYE","","SEGC"
"724",2013-05-31,183.720208333333,"SKYE","","SEGC"
"725",2013-06-01,128.932708333333,"SKYE","","SEGC"
"726",2013-06-02,195.983125,"SKYE","","SEGC"
"727",2013-06-03,202.912291666667,"SKYE","","SEGC"
"728",2013-06-04,86.35,"SKYE","","SEGC"
"729",2013-06-05,150.756875,"SKYE","","SEGC"
"730",2013-06-06,201.423333333333,"SKYE","","SEGC"
"731",2013-06-07,189.589791666667,"SKYE","","SEGC"
"732",2013-06-08,197.482291666667,"SKYE","","SEGC"
"733",2013-06-09,150.132708333333,"SKYE","","SEGC"
"734",2013-06-10,179.477916666667,"SKYE","","SEGC"
"735",2013-06-11,185.415208333333,"SKYE","","SEGC"
"736",2013-06-12,216.986458333333,"SKYE","","SEGC"
"737",2013-06-13,118.519375,"SKYE","","SEGC"
"738",2013-06-14,158.268541666667,"SKYE","","SEGC"
"739",2013-06-15,148.606666666667,"SKYE","","SEGC"
"740",2013-06-16,119.684583333333,"SKYE","","SEGC"
"741",2013-06-17,73.1552083333333,"SKYE","","SEGC"
"742",2013-06-18,71.97375,"SKYE","","SEGC"
"743",2013-06-19,125.707083333333,"SKYE","","SEGC"
"744",2013-06-20,122.534791666667,"SKYE","","SEGC"
"745",2013-06-21,94.226875,"SKYE","","SEGC"
"746",2013-06-22,157.637916666667,"SKYE","","SEGC"
"747",2013-06-23,117.725,"SKYE","","SEGC"
"748",2013-06-24,90.6039583333333,"SKYE","","SEGC"
"749",2013-06-25,86.4820833333333,"SKYE","","SEGC"
"750",2013-06-26,118.381041666667,"SKYE","","SEGC"
"751",2013-06-27,182.576458333333,"SKYE","","SEGC"
"752",2013-06-28,184.921304347826,"SKYE","","SEGC"
"753",2013-06-29,74.4813888888889,"SKYE","","SEGC"
"754",2013-06-30,180.711458333333,"SKYE","","SEGC"
"755",2013-07-01,82.726875,"SKYE","","SEGC"
"756",2013-07-02,106.643541666667,"SKYE","","SEGC"
"757",2013-07-03,114.057333333333,"SKYE","","SEGC"
"758",2013-07-04,131.364895833333,"SKYE","","SEGC"
"759",2013-07-05,88.1802083333333,"SKYE","","SEGC"
"760",2013-07-06,133.932747252747,"SKYE","","SEGC"
"761",2013-07-07,123.016666666667,"SKYE","","SEGC"
"762",2013-07-08,80.7302083333333,"SKYE","","SEGC"
"763",2013-07-09,112.53875,"SKYE","","SEGC"
"764",2013-07-10,88.6014583333333,"SKYE","","SEGC"
"765",2013-07-11,146.276041666667,"SKYE","","SEGC"
"766",2013-07-12,129.070625,"SKYE","","SEGC"
"767",2013-07-13,106.611041666667,"SKYE","","SEGC"
"768",2013-07-14,118.041875,"SKYE","","SEGC"
"769",2013-07-15,163.284375,"SKYE","","SEGC"
"770",2013-07-16,84.3845833333333,"SKYE","","SEGC"
"771",2013-07-17,96.155,"SKYE","","SEGC"
"772",2013-07-18,130.225833333333,"SKYE","","SEGC"
"773",2013-07-19,114.996458333333,"SKYE","","SEGC"
"774",2013-07-20,168.703125,"SKYE","","SEGC"
"775",2013-07-21,84.0089583333333,"SKYE","","SEGC"
"776",2013-07-22,162.738958333333,"SKYE","","SEGC"
"777",2013-07-23,103.448958333333,"SKYE","","SEGC"
"778",2013-07-24,69.58,"SKYE","","SEGC"
"779",2013-07-25,163.347916666667,"SKYE","","SEGC"
"780",2013-07-26,142.57875,"SKYE","","SEGC"
"781",2013-07-27,206.100416666667,"SKYE","","SEGC"
"782",2013-07-28,167.405833333333,"SKYE","","SEGC"
"783",2013-07-29,148.0975,"SKYE","","SEGC"
"784",2013-07-30,143.367291666667,"SKYE","","SEGC"
"785",2013-07-31,137.059166666667,"SKYE","","SEGC"
"786",2013-08-01,159.602916666667,"SKYE","","SEGC"
"787",2013-08-02,205.433333333333,"SKYE","","SEGC"
"788",2013-08-03,233.254166666667,"SKYE","","SEGC"
"789",2013-08-04,214.539375,"SKYE","","SEGC"
"790",2013-08-05,66.7827083333333,"SKYE","","SEGC"
"791",2013-08-06,185.362708333333,"SKYE","","SEGC"
"792",2013-08-07,234.159791666667,"SKYE","","SEGC"
"793",2013-08-08,173.348958333333,"SKYE","","SEGC"
"794",2013-08-09,196.751666666667,"SKYE","","SEGC"
"795",2013-08-10,106.711666666667,"SKYE","","SEGC"
"796",2013-08-11,121.628333333333,"SKYE","","SEGC"
"797",2013-08-12,203.929166666667,"SKYE","","SEGC"
"798",2013-08-13,189.584583333333,"SKYE","","SEGC"
"799",2013-08-14,136.439166666667,"SKYE","","SEGC"
"800",2013-08-15,94.025625,"SKYE","","SEGC"
"801",2013-08-16,274.019791666667,"SKYE","","SEGC"
